username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370100,2009-04-08 07:48:10,2020-11-18 06:02:37,0,This is a year of survival. This is not a year to thrive. It is a year to try and hold your business and support customers. @KCBGroup's Mr Oigara.,[]
Japhetkiproti16,Patriotic,,181,110,172,2020-06-01 16:59:07,2020-11-18 06:02:14,96,Potential ya farming ni bigi sana and KCB sees this. That’s why we see the need to equip livestock farmers with financial support and training to better their productivity. This improves their lives and betters the economy. #GoAhead na KCB https://t.co/AaeEyCmDFi https://t.co/IGnnnTe5mY,[]
mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370100,2009-04-08 07:48:10,2020-11-18 06:00:53,0,.@KCBGroup has so far restructured loans worth Sh105 billion or 18.2 percent of its loan book to accommodate customers seeking repayment holidays and longer tenures.,[]
mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370100,2009-04-08 07:48:10,2020-11-18 06:00:06,0,.@KCBGroup net profit to September fell by 43.1 percent to Sh10.8 billion as the lender raised its provision for potential loan losses 3.4 times to Sh20 billion to reflect the economic hardships facing borrowers.,[]
wanyagakusu,"Winner of the 2016 Global Research Nurse Award,
Maternal and Child Health Nurse, Bread crust addict, free spirit",Nairobi,468,338,765,2011-10-29 08:21:41,2020-11-18 05:59:37,0,@KCBGroup @daktari1 Thank you for always walking with us,[]
mnandii,A student of Elliott Wave Principle and Socionomics,,526,564,2466,2010-08-16 18:48:04,2020-11-18 05:56:53,2,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[]
mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370100,2009-04-08 07:48:10,2020-11-18 05:52:20,2,".@KCBGroup is on course to issue a profit warning this year, weighed down by a sharp increase in losses linked to loan defaults in the wake of coronavirus economic hardships. - @BD_Africa",[]
Ndabakariuki,INTROVERT,"Runda, Kenya",1073,1111,7958,2012-11-30 16:35:11,2020-11-18 05:37:06,0,@KCBGroup we are cool kids 😆😊😊,[]
MaudhuiHouse,We go wherever the story leads. newsroom@maudhui.co.ke,"Nairobi, Kenya",7961,10122,8456,2017-12-24 10:48:00,2020-11-18 05:23:08,0,.@KCBGroup Managing Director Joshua Oigara said they will not be cutting staff numbers this year but are continuously looking at their staffing structure to give employees new roles in line with the digital reality.,[]
benshiashia6,Proud To Be Kenyan|| Western (Kakamega County) Is My Motherland|| Fan @Classic 105|| Fan  Of Chelsea 💯|| Football Is My Food For Thought.,,14,20,63,2020-08-13 15:40:49,2020-11-18 05:10:54,0,"@KCBGroup Thanks for the info, what do I need to carry?",[]
12tonykinyuah,"Registered nurse interested, in enterpreneurship, good governance physical ,social and emotional well being of everyone in society. prov 4:13",nairobi,379,157,3462,2012-01-13 17:38:08,2020-11-18 05:10:09,0,Hi @KCBGroup my issue still pending not resolved,[]
benshiashia6,Proud To Be Kenyan|| Western (Kakamega County) Is My Motherland|| Fan @Classic 105|| Fan  Of Chelsea 💯|| Football Is My Food For Thought.,,14,20,63,2020-08-13 15:40:49,2020-11-18 05:07:00,0,"@KCBGroup I have two kids and i want to open Jumbo junior accountant for them, will I have to open two separate Jumbo junior accounts or i can open a joint Jumbo junior account for them?",[]
brian_owino56,"Manager at Absa Bank of Kenya, Mbale Branch, Find me On: || https://t.co/UjaFRqXxul || Bryoo Ke. || https://t.co/GBEkMSPi5B || Upcoming CEO || @SafaricomPLC","Mbale, Kenya",413,1014,14295,2015-08-29 19:11:49,2020-11-18 04:52:06,0,Hello @KCBGroup thanks so much for birthday wishes. https://t.co/XBuX30XGjB,[]
Moryn06568826,educated,,13,1,4,2019-10-16 19:13:47,2020-11-18 04:41:46,0,@KCBGroup Share for help🙏 https://t.co/sulyjoPnwf,[]
Tee_Keay,"Doveryai, no proveryai.",+254,2236,1370,29984,2011-03-24 10:09:59,2020-11-18 04:34:51,0,"@KCBCare  the usual, kindly deal 👇 https://t.co/1DTDVVSALG",[]
mmnjug,From where I sit: There is a certain majesty in simplicity.,Kenya,1721,40388,370100,2009-04-08 07:48:10,2020-11-18 04:17:21,0,.@KCBGroup has moved to the High Court to enforce a Sh4.3 billion award against Nairobi County arising from a long-standing loan dispute the lender took over from @KeEquityBank https://t.co/aPsdVoVy9c,[]
elimikatrust,"Working with policymakers, regulators, unions and other partners, we facilitate access to reliable, quality and sustainable education for all, at all levels","Nairobi, Kenya",71957,66481,27428,2014-07-07 13:19:34,2020-11-18 04:15:17,0,"FINANCING COMPRESSED term dates between 2021 to 2023, in recovering the lost 2020 schools academic year, means more pain for parents and guardians. Will banks come in with special school fees credit facilities? @kenyabankers @KeEquityBank @Coopbankenya @KCBGroup #ElimikaMashinani https://t.co/FS9u1DvIEA","[{'text': 'ElimikaMashinani', 'indices': [263, 280]}]"
KavitaKE,...with enough gun powder to shoot down the moon. :-),NAIROBI,1658,794,3029,2012-12-30 16:23:51,2020-11-18 04:14:16,0,@KCBGroup Hi USSD is not working since 6am?,[]
SaulJuma,an award winning stylist hair cut of the year 2014 and the best colorist of the year 2015 .. call in +254725684781 thank you .https://t.co/uNbjRbvvTg,kenya  nairobi.,909,1364,11064,2009-04-24 07:09:30,2020-11-18 04:14:09,0,@KCBGroup Smokie,[]
Albaitar9,"stolzer Kenianer// Doktor der Pharmazie

Das ist mein Hof

HERE FOR LAUGHS. Views mine.","Nairobi, Isiolo, Oloosirkon",688,1719,7494,2015-07-23 11:55:16,2020-11-18 04:12:54,0,@KCBGroup Rolexxx of course,[]
suleiman_ke,I cant change the world alone i need followers,Kenya,373,267,290,2020-10-21 07:09:54,2020-11-18 03:45:21,96,Potential ya farming ni bigi sana and KCB sees this. That’s why we see the need to equip livestock farmers with financial support and training to better their productivity. This improves their lives and betters the economy. #GoAhead na KCB https://t.co/AaeEyCmDFi https://t.co/IGnnnTe5mY,[]
JamesBritam,"Financial advisor working with britam https://t.co/GvzSVzsZ6I
I provide Need based Financial Solutions to the society by helping them acquire Financial freedom","Nairobi, Kenya",401,2960,33130,2018-05-23 15:00:41,2020-11-18 03:19:26,96,Potential ya farming ni bigi sana and KCB sees this. That’s why we see the need to equip livestock farmers with financial support and training to better their productivity. This improves their lives and betters the economy. #GoAhead na KCB https://t.co/AaeEyCmDFi https://t.co/IGnnnTe5mY,[]
Patrick97248218,political pundit,,130,6,134,2020-10-30 23:44:38,2020-11-18 03:01:53,0,@KCBGroup Terrorist,[]
evanceo78336955,Admin@nursinghome.ravine/ravineglory healthcareservices,,76,13,15,2019-11-12 17:51:33,2020-11-18 02:41:46,71,"At KCB tunajua muhimu ya ku empower our youth. Through programs like the Young Africa Works with MasterCard Foundation, tumeweza kuwai wasee jobs, offer training and mentorships which have helped better their lives. This is our #GoAhead spirit. Read more https://t.co/AaeEyCEf3S https://t.co/Atip84Yqbo",[]
RONOHARNOLD1,,,455,15,25,2014-01-20 06:57:11,2020-11-18 01:35:07,0,@KCBGroup Reply inboxed,[]
RONOHARNOLD1,,,455,15,25,2014-01-20 06:57:11,2020-11-18 01:34:27,1,"@RONOHARNOLD1 Hi, Please confirm the following for assistance:
- Full name
- Phone number registered
- ID number

 ^BW",[]
alikatana17,Activist,"Mombasa, Kenya 🇰🇪 ",564,170,4450,2019-11-19 12:59:04,2020-11-18 01:07:53,71,"At KCB tunajua muhimu ya ku empower our youth. Through programs like the Young Africa Works with MasterCard Foundation, tumeweza kuwai wasee jobs, offer training and mentorships which have helped better their lives. This is our #GoAhead spirit. Read more https://t.co/AaeEyCEf3S https://t.co/Atip84Yqbo",[]
jackykariuki8,"Entertainment

 Lifestyle Music News


 Public Relation expert

IG:secretly_october follow to follow",Kenyan🇰🇪🇰🇪,2786,2797,35014,2017-11-15 21:01:32,2020-11-18 00:56:25,29,"#GoAhead is believing ukitaka kwenda far, you need to carry your squad with you. That’s why tumejenga watu wa biz by helping them restructure their loans and give them flexibility to borrow so they can continue to adapt and thrive. Read more https://t.co/AaeEyCmDFi https://t.co/Hw19s17NYF","[{'text': 'GoAhead', 'indices': [14, 22]}]"
OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-18 00:55:30,0,@KCBGroup But inform the higher that 5yrs is too much they should consider reviewing it,[]
OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-18 00:47:10,0,@KCBGroup Forever ama?,[]
OnyimboSostine,"Am an Internet Social Justice Activist who loves the Truth, Fairness, Transparency, Equity & wish 4 a Corrupt Free Kenya.",,904,469,8465,2016-03-01 12:08:17,2020-11-17 20:53:36,0,@KCBGroup Even when have cleared?,[]
JamesMukaria6,to join hassler's,,111,38,27,2020-10-26 19:42:26,2020-11-17 20:52:03,0,@KCBGroup James https://t.co/UatwngnH1E,[]
